Ticker,2025-01-03,2025-01-04,2025-01-05,2025-01-06,2025-01-07,2025-01-08,2025-01-09,2025-01-10,2025-01-11,2025-01-12,2025-01-13,2025-01-14,2025-01-15,2025-01-16,2025-01-17,2025-01-18,2025-01-19,2025-01-20,2025-01-21,2025-01-22,2025-01-23,2025-01-24,2025-01-25,2025-01-26,2025-01-27,2025-01-28
AAPL,87.45401188473625,145.07143064099162,123.1993941811405,109.86584841970367,65.60186404424365,65.59945203362027,55.80836121681995,136.6176145774935,110.11150117432088,120.80725777960456,52.05844942958024,146.99098521619942,133.24426408004217,71.23391106782762,68.18249672071006,68.34045098534338,80.42422429595376,102.4756431632238,93.19450186421157,79.1229140198042,114.20316461542878,58.41399649950488,66.16287140946137,139.85541885270794,110.64290596595899,123.64290596595899
MSFT,111.18528947223794,63.94938606520418,79.21446485352182,86.63618432936917,95.6069984217036,128.51759613930136,69.96737821583598,101.42344384136116,109.24145688620425,54.64504127199977,110.75448519014384,67.05241236872915,56.50515929852795,144.88855372533334,146.56320330745592,130.8397348116461,80.46137691733708,59.76721140063839,118.42330265121569,94.01524937396013,50.91970516166297,60.14715428660321,116.35017691080559,50.50615838462187,66.08080514174986,70.64290596595899
GOOGL,62.20382348447788,99.51769101112703,53.43885211152184,140.9320402078782,75.8779981600017,116.2522284353982,81.1711076089411,102.00680211778108,104.67102793432797,68.4854455525527,146.95846277645586,127.51328233611146,143.9498941564189,139.4827350427649,109.78999788110852,142.18742350231167,58.84925020519195,69.59828624191452,54.52272889105381,82.53303307632643,104.87337893665861,119.18951976926932,115.19612595026005,72.42693094605598,121.2179221347536,110.64290596595899
AMZN,88.8677289689482,77.13490317738959,132.87375091519294,85.67533266935894,78.09345096873807,104.26960831582485,64.09242249747626,130.21969807540398,57.45506436797708,148.68869366005174,127.22447692966574,69.87156815341724,50.55221171236024,131.54614284548342,120.68573438476172,122.90071680409874,127.12703466859458,57.40446517340904,85.84657285442725,61.58690595251297,73.72490874968001,82.53996981592678,124.64914051180241,114.96328990472146,134.9223410494178,140.64290596595899
TSLA,136.31034258755935,112.3298126827558,83.08980248526493,56.355835028602364,81.09823217156622,82.51833220267471,122.96061783380641,113.75574713552132,138.72127425763267,97.22149251619493,61.95942459383017,121.3244787222995,126.07850486168974,106.12771975694963,127.0967179954561,99.37955963643907,102.2732829381994,92.75410183585495,52.54191267440952,60.78914269933044,115.76128923003434,106.83086033354716,59.36747678280925,86.77158030594336,76.52023676817254,90.64290596595899
META,53.14291856867342,113.64104112637804,81.43559810763267,100.85706911647029,140.7566473926093,74.92922291488749,91.03829230356297,125.55511385430486,72.87981654916224,57.6979909828793,78.9751452913768,66.12212872540044,142.9697652342573,130.8120379564417,113.34037565104234,137.14605901877178,130.36720768991145,68.65700588860358,139.25589984899779,103.93422419156508,74.39896433790835,147.30105547524454,89.30977246667604,139.20465551771133,113.11386259972629,123.64290596595899
NVDA,130.74401551640625,139.60912999234932,81.80034749718638,61.00519245276767,72.79351625419417,92.71077886262563,131.80147659224932,136.07305832563435,50.69521305311907,101.07473025775657,91.7411003148779,72.21078104707303,61.98653673336828,83.7615171403628,144.2909703912519,82.32029320207553,101.87906217433661,120.30189588951778,86.3629602379294,147.17820827209607,129.48113035416486,100.2637093105192,107.69038846263591,99.25176938188639,69.52429877980445,100.64290596595899
NFLX,146.24472949421113,75.17822958253642,99.72485058923854,80.08783098167697,78.48404943774676,53.68869473545328,110.95643339798968,100.26790232288616,55.14787512499893,77.86464642366114,140.82658859666537,73.95618906669725,64.4894872091223,98.94527602775631,148.56504541106005,74.20552715115004,117.21355474058785,126.16196153287176,73.76375439923997,122.82163486118596,122.24521152615053,78.07723624408558,52.43159664314538,114.54722959071678,67.7110679407049,80.64290596595899
INTC,86.77831327192533,113.23058305935794,113.35297107608946,103.57746840747585,59.02897700544083,133.5302495589238,82.07800649717359,68.65185103998542,54.07751415547639,109.08929431882419,117.75643618422824,51.65878289278562,101.2093058299281,72.6495775197938,114.51727904094498,67.43664290049915,119.09377381024659,88.67353463005374,143.67299887367346,63.75209441459933,144.04585843529145,145.39285770025873,141.48643902204486,87.01587002554444,51.54566165288674,90.64290596595899
AMD,84.10663510502584,61.34735212405891,142.4693618278563,137.7339353380981,75.79416277151556,115.99840460341791,131.7222200201216,105.52008115994623,102.96505783560065,74.18522909004517,59.31027678058992,139.72157579533268,140.04180571633304,113.31014572732678,83.90297910487007,84.92095746126608,122.59556788702393,139.71102599525773,138.70864242651174,127.98755458576238,142.83185625877252,92.81841483173143,146.66548190436697,146.3619977089253,135.300945546736,150.64290596595899
